index,metric,labels
1906.0,4502.0,Itapetinga
869.0,4499.0,Guaiúba
5204.0,4484.0,Jaraguá
1239.0,4471.0,Juazeirinho
4667.0,4470.0,Osório
17.0,4467.0,Presidente Médici
2721.0,4465.75,Poços de Caldas
1404.0,4464.0,Catende
20.0,4403.5,Vilhena
1.0,4393.5,Ariquemes
2724.0,4378.0,Ponte Nova
1769.0,4349.0,Brumado
3025.0,4347.0,São Mateus
4918.0,4336.0,Naviraí
2948.0,4323.0,Viçosa
3646.0,4317.0,São Bernardo do Campo
3014.0,4311.0,Piúma
4357.0,4307.0,São Miguel do Oeste
3669.0,4298.0,São Vicente
3948.0,4297.0,Matelândia
5069.0,4262.0,Sorriso
5007.0,4259.0,Lucas do Rio Verde
3094.0,4257.0,Resende
172.0,4245.0,Paragominas
1920.0,4228.0,Jacobina
2324.0,4222.0,Conselheiro Lafaiete
3042.0,4204.0,Barra do Piraí
890.0,4199.0,Itapipoca
1308.0,4178.0,Santa Luzia
3988.0,4178.0,Pato Branco
2939.0,4173.25,Varginha
1330.0,4172.0,São Mamede
1068.0,4171.0,Mossoró
10.0,4168.0,Jaru
2998.0,4151.0,João Neiva
4748.0,4145.0,Santo Ângelo
2038.0,4115.0,Ribeira do Pombal
4744.0,4106.0,Santa Rosa
2713.0,4094.0,Piranguinho
4917.0,4085.0,Mundo Novo
2976.0,4073.0,Colatina
963.0,4068.0,São Benedito
2018.0,4064.0,Planalto
1527.0,4062.0,Tracunhaém
2641.0,4057.0,Nova Serrana
5022.0,4056.0,Nova Mutum
1153.0,4054.0,Aparecida
1930.0,4045.0,Juazeiro
4025.0,4044.0,Realeza
1294.0,4035.5,Queimadas
2494.0,4033.0,Itaobim
117.0,4029.0,Bragança
2553.0,4027.0,Lavras
3583.0,4020.0,Registro
3418.0,4016.0,Lins
3301.0,4012.0,Franca
1691.0,4009.0,Poço Redondo
3002.0,4006.0,Marataízes
5166.0,4002.0,Formosa
1699.0,3994.0,Salgado
1316.0,3980.0,São Bentinho
1674.0,3977.0,Malhada dos Bois
5271.0,3964.0,Rialma
133.0,3941.0,Curionópolis
3456.0,3932.0,Mogi Mirim
3497.0,3930.0,Osasco
3118.0,3920.0,Três Rios
3419.0,3911.0,Lorena
4246.0,3908.0,Joaçaba
5058.0,3902.0,Rosário Oeste
2169.0,3901.0,Araxá
1407.0,3894.0,Chã Grande
797.0,3893.0,Valença do Piauí
1706.0,3891.0,São Francisco
3676.0,3885.0,Sertãozinho
3812.0,3880.0,Céu Azul
1838.0,3877.0,Esplanada
3937.0,3877.0,Marechal Cândido Rondon
1498.0,3847.0,Santa Maria da Boa Vista
3160.0,3845.0,Araras
1984.0,3843.0,Nilo Peçanha
5190.0,3842.0,Iporá
2099.0,3831.5,Teixeira de Freitas
1649.0,3831.0,Canindé de São Francisco
930.0,3830.0,Pacatuba
3027.0,3826.0,Serra
1240.0,3811.0,Junco do Seridó
2097.0,3810.0,Taperoá
3387.0,3804.0,Itu
458.0,3794.0,Igarapé Grande
3396.0,3790.0,Jales
5205.0,3790.0,Jataí
15.0,3783.0,Pimenta Bueno
5013.0,3769.0,Nobres
742.0,3758.0,Piripiri
402.0,3752.0,Bernardo do Mearim
3169.0,3749.25,Atibaia
4999.0,3747.5,Jaciara
583.0,3734.0,Água Branca
889.0,3734.0,Itapajé
2571.0,3730.0,Manhuaçu
1778.0,3717.0,Caetité
5274.0,3709.5,Rio Verde
2983.0,3691.0,Fundão
3514.0,3687.0,Parapuã
2469.0,3675.0,Inhapim
1928.0,3660.0,Jitaúna
3243.0,3651.75,Catanduva
2655.0,3648.0,Ouro Preto
1334.0,3646.0,Sapé
1328.0,3644.0,São José do Bonfim
4251.0,3641.0,Lages
487.0,3639.0,Miranda do Norte
3636.0,3628.0,Santo André
1916.0,3625.0,Ituberá
3.0,3624.25,Cacoal
1389.0,3620.0,Cabrobó
1888.0,3615.0,Itaberaba
3871.0,3614.0,Guarapuava
4672.0,3614.0,Panambi
5037.0,3591.5,Pontes e Lacerda
5294.0,3585.0,São Luís de Montes Belos
1169.0,3574.0,Belém
293.0,3567.0,Guaraí
2964.0,3561.0,Anchieta
651.0,3557.0,Demerval Lobão
3293.0,3556.0,Fernandópolis
5307.0,3549.0,Trindade
1376.0,3542.0,Belo Jardim
1361.0,3527.0,Agrestina
388.0,3517.0,Arari
2354.0,3517.0,Curvelo
2920.0,3517.0,Três Corações
2675.0,3513.0,Passos
913.0,3501.0,Milagres
3207.0,3500.75,Bragança Paulista
4591.0,3496.0,Iraí
1465.0,3489.0,Orobó
3814.0,3489.0,Cianorte
3740.0,3481.0,Votuporanga
2840.0,3480.0,São João del Rei
1424.0,3476.0,Glória do Goitá
1647.0,3476.0,Campo do Brito
3095.0,3476.0,Rio Bonito
529.0,3456.0,Santa Inês
2289.0,3453.0,Cataguases
2635.0,3452.0,Nova Era
5019.0,3450.0,Nova Santa Helena
1828.0,3439.0,Cristópolis
833.0,3423.0,Brejo Santo
3562.0,3423.0,Porto Ferreira
2858.0,3412.0,São Lourenço
4935.0,3403.0,São Gabriel do Oeste
2022.0,3396.0,Porto Seguro
1697.0,3392.0,Ribeirópolis
4686.0,3392.0,Pelotas
4848.0,3389.0,Venâncio Aires
1488.0,3364.0,Rio Formoso
3324.0,3363.0,Guaratinguetá
1202.0,3353.0,Condado
2435.0,3344.0,Guanhães
3399.0,3343.25,Jaú
1659.0,3325.0,Frei Paulo
3499.0,3322.0,Osvaldo Cruz
3703.0,3320.0,Tatuí
3371.0,3314.0,Itapeva
878.0,3294.0,Icó
2142.0,3293.5,Alfenas
150.0,3292.0,Mãe do Rio
4191.0,3292.0,Criciúma
1008.0,3285.0,Caicó
1254.0,3285.0,Mari
4266.0,3271.0,Maravilha
140.0,3270.0,Goianésia do Pará
3840.0,3267.0,Engenheiro Beltrão
3528.0,3261.0,Penápolis
1983.0,3258.0,Nazaré
629.0,3255.0,Canto do Buriti
3547.0,3245.75,Pirassununga
1425.0,3238.0,Goiana
4080.0,3235.0,São Miguel do Iguaçu
2988.0,3234.0,Ibiraçu
4374.0,3227.0,Tubarão
2670.0,3226.0,Paraopeba
1395.0,3219.0,Camocim de São Félix
3265.0,3219.0,Cruzeiro
4893.0,3218.0,Coxim
1784.0,3215.0,Camamu
3052.0,3204.0,Cantagalo
578.0,3196.0,Vitória do Mearim
1874.0,3192.0,Igrapiúna
815.0,3173.0,Aracati
875.0,3173.0,Ibiapina
5220.0,3171.5,Mineiros
215.0,3161.0,Tucuruí
1452.0,3161.0,Lagoa de Itaenga
209.0,3156.0,Tailândia
1473.0,3155.0,Passira
4898.0,3145.0,Eldorado
1489.0,3142.0,Sairé
2480.0,3137.0,Itabirito
3000.0,3136.0,Linhares
819.0,3133.0,Aratuba
2677.0,3124.0,Patos de Minas
852.0,3117.0,Crateús
4388.0,3110.0,Xaxim
2409.0,3105.0,Formiga
4245.0,3105.0,Jaraguá do Sul
978.0,3103.0,Tururu
860.0,3102.0,Forquilha
1370.0,3102.0,Araripina
4367.0,3099.75,Tijucas
1711.0,3098.0,Tobias Barreto
1285.0,3093.0,Pirpirituba
1631.0,3091.0,São Sebastião
2478.0,3091.0,Itabira
5140.0,3084.0,Ceres
1760.0,3077.0,Bom Jesus da Lapa
3610.0,3075.0,Salto
3665.0,3074.0,São Roque
2698.0,3060.0,Perdões
2929.0,3055.0,Ubaporanga
1638.0,3052.0,União dos Palmares
3991.0,3052.0,Peabiru
3414.0,3038.0,Leme
4238.0,3035.0,Itapema
4920.0,3034.0,Nova Alvorada do Sul
5137.0,3032.0,Catalão
158.0,3031.0,Moju
1629.0,3029.0,São Miguel dos Campos
3206.0,3028.0,Botucatu
2577.0,3022.0,Mariana
1809.0,3021.0,Cícero Dantas
4194.0,3018.0,Curitibanos
3046.0,3011.0,Cabo Frio
1655.0,3010.0,Cumbe
3083.0,3008.0,Paracambi
3808.0,3000.0,Castro
1381.0,2999.0,Bom Jardim
144.0,2996.0,Ipixuna do Pará
4658.0,2995.0,Nova Prata
391.0,2991.0,Bacabeira
2764.0,2990.0,Rio Pomba
2628.0,2987.0,Naque
1898.0,2986.5,Itamaraju
1886.0,2984.0,Irecê
827.0,2983.0,Barro
220.0,2974.0,Xinguara
1855.0,2966.0,Guanambi
1382.0,2964.0,Bonito
896.0,2958.0,Jaguaribe
1082.0,2947.0,Pau dos Ferros
181.0,2944.25,Redenção
3765.0,2940.0,Assis Chateaubriand
2035.0,2937.0,Riachão do Jacuípe
2163.0,2933.0,Araguari
3183.0,2923.0,Barretos
3931.0,2921.0,Mandaguaçu
2990.0,2919.0,Iconha
3057.0,2903.0,Cordeiro
3194.0,2903.0,Birigui
5233.0,2898.0,Nerópolis
3218.0,2897.0,Cachoeira Paulista
3545.0,2895.0,Pirapora do Bom Jesus
2564.0,2884.0,Luz
1412.0,2878.0,Cupira
2020.0,2874.0,Pojuca
188.0,2872.0,Santa Izabel do Pará
886.0,2870.0,Irauçuba
4850.0,2868.0,Veranópolis
3055.0,2852.0,Casimiro de Abreu
3066.0,2847.0,Itaocara
250.0,2837.0,Araguatins
4794.0,2837.0,Seberi
5272.0,2818.0,Rianápolis
2678.0,2817.0,Patrocínio
3392.0,2817.0,Jacareí
837.0,2816.0,Capistrano
4558.0,2810.0,Garibaldi
3350.0,2804.0,Indaiatuba
435.0,2801.0,Dom Pedro
1982.0,2800.0,Mutuípe
1837.0,2797.0,Entre Rios
1611.0,2788.0,Penedo
105.0,2787.0,Ananindeua
979.0,2785.0,Ubajara
957.0,2784.0,Russas
3101.0,2784.0,Santo Antônio de Pádua
873.0,2782.0,Horizonte
4175.0,2774.0,Campos Novos
4997.0,2773.0,Itaúba
834.0,2767.0,Camocim
193.0,2766.0,Santarém
1018.0,2765.0,Currais Novos
3146.0,2755.0,Andradina
3527.0,2755.0,Pedro de Toledo
162.0,2751.0,Nova Ipixuna
2993.0,2751.0,Itapemirim
3381.0,2750.0,Itariri
2418.0,2740.0,Frei Inocêncio
2096.0,2738.0,Tanquinho
1477.0,2731.0,Pesqueira
1877.0,2719.0,Inhambupe
904.0,2714.0,Limoeiro do Norte
59.0,2713.0,Rio Branco
3650.0,2706.0,São João da Boa Vista
4960.0,2704.5,Barra do Bugres
3698.0,2704.0,Taquaritinga
4262.0,2701.0,Mafra
5187.0,2700.0,Inhumas
678.0,2698.0,Itaueira
1058.0,2693.0,Macaíba
1708.0,2692.0,Simão Dias
4608.0,2692.0,Júlio de Castilhos
1894.0,2691.5,Itagimirim
3417.0,2689.0,Lindóia
3018.0,2687.0,Rio Novo do Sul
1640.0,2680.0,Amparo de São Francisco
1373.0,2679.0,Barreiros
4785.0,2679.0,São Sebastião do Caí
205.0,2678.0,São Miguel do Guamá
461.0,2676.0,Itapecuru Mirim
730.0,2669.0,Parnaíba
3963.0,2661.0,Nova Esperança
339.0,2659.0,Porto Nacional
2240.0,2654.5,Cambuquira
1750.0,2649.0,Barra do Rocha
2053.0,2645.0,Santaluz
5071.0,2644.5,Tangará da Serra
4978.0,2641.0,Comodoro
479.0,2638.0,Maracaçumé
4529.0,2633.0,Entre-Ijuís
98.0,2631.0,Abaetetuba
645.0,2628.5,Corrente
3919.0,2628.0,Laranjeiras do Sul
311.0,2624.0,Miranorte
1145.0,2618.0,Alagoa Grande
1782.0,2617.5,Camacan
3904.0,2615.0,Jaguariaíva
3440.0,2612.0,Matão
2033.0,2611.0,Retirolândia
130.0,2609.25,Conceição do Araguaia
2913.0,2609.0,Timóteo
2337.0,2605.0,Coronel Pacheco
1343.0,2604.0,Solânea
5094.0,2597.0,Alvorada do Norte
1111.0,2595.0,São José de Mipibu
3127.0,2591.0,Águas de Lindóia
1130.0,2589.0,Tangará
3184.0,2589.0,Barrinha
1973.0,2587.0,Morro do Chapéu
1374.0,2586.0,Belém de Maria
3986.0,2583.0,Paranavaí
3945.0,2579.0,Marmeleiro
4311.0,2575.0,Pouso Redondo
5103.0,2571.0,Aragarças
1670.0,2570.0,Japoatã
1654.0,2569.0,Cristinápolis
3862.0,2569.0,Goioerê
1739.0,2564.0,Araci
1814.0,2560.0,Conceição do Almeida
4461.0,2560.0,Candelária
3098.0,2559.0,Rio das Ostras
3554.0,2559.0,Pompéia
3771.0,2558.0,Barracão
453.0,2556.0,Grajaú
2268.0,2555.0,Carangola
1921.0,2553.0,Jaguaquara
4351.0,2548.0,São José do Cedro
5043.0,2546.0,Primavera do Leste
2808.0,2543.0,Santa Rita do Sapucaí
5130.0,2539.0,Campinorte
3189.0,2531.0,Bebedouro
1693.0,2527.0,Porto da Folha
4142.0,2522.0,Araranguá
602.0,2521.0,Barro Duro
1623.0,2521.0,Santana do Ipanema
2699.0,2521.0,Periquito
4924.0,2514.0,Paranaíba
3276.0,2510.0,Dracena
647.0,2507.75,Cristino Castro
212.0,2503.0,Tracuateua
1619.0,2502.0,Porto Real do Colégio
1684.0,2498.0,Nossa Senhora de Lourdes
4210.0,2497.0,Garuva
825.0,2496.0,Barbalha
836.0,2491.0,Canindé
4906.0,2490.0,Itaquiraí
611.0,2485.0,Bom Jesus
870.0,2485.0,Guaraciaba do Norte
3694.0,2483.0,Tanabi
1900.0,2471.0,Itambé
4967.0,2471.0,Campo Verde
136.0,2464.0,Dom Eliseu
533.0,2464.0,Santa Rita
1525.0,2462.0,Timbaúba
141.0,2456.0,Igarapé-Açu
1887.0,2454.5,Itabela
2449.0,2453.0,Iapu
2117.0,2448.0,Valente
866.0,2444.0,Granja
1528.0,2444.0,Trindade
4673.0,2441.0,Pantano Grande
1146.0,2434.0,Alagoa Nova
1411.0,2433.0,Cumaru
1232.0,2432.5,Itaporanga
4437.0,2432.0,Bom Princípio
1695.0,2431.0,Riachão do Dantas
1681.0,2427.0,Nossa Senhora Aparecida
3367.0,2422.0,Itanhaém
4118.0,2422.0,Wenceslau Braz
4532.0,2421.0,Erechim
3804.0,2418.0,Capitão Leônidas Marques
1937.0,2416.0,Laje
600.0,2410.0,Barras
1365.0,2409.0,Aliança
4812.0,2404.0,Taquara
3451.0,2402.0,Mirassol
1914.0,2400.0,Itororó
4064.0,2396.0,Santo Antônio do Sudoeste
3010.0,2389.25,Nova Venécia
468.0,2373.0,Lago da Pedra
4353.0,2373.0,São Lourenço do Oeste
916.0,2372.0,Missão Velha
1466.0,2371.0,Orocó
702.0,2370.0,Marcolândia
4808.0,2370.0,Tabaí
4651.0,2367.0,Nova Bassano
2101.0,2358.0,Teofilândia
3349.0,2357.0,Ilha Solteira
2790.0,2356.0,Santa Maria de Itabira
3223.0,2356.0,Cajamar
4113.0,2356.0,Ubiratã
472.0,2353.0,Lago dos Rodrigues
5100.0,2352.0,Aparecida de Goiânia
149.0,2349.0,Jacundá
2977.0,2341.0,Conceição da Barra
469.0,2339.0,Lago do Junco
731.0,2331.0,Passagem Franca do Piauí
987.0,2331.0,Acari
2627.0,2325.0,Nanuque
625.0,2323.0,Campo Grande do Piauí
3087.0,2323.0,Petrópolis
125.0,2322.0,Canaã dos Carajás
377.0,2321.0,Alto Alegre do Maranhão
5260.0,2319.0,Piranhas
3455.0,2313.0,Mogi Guaçu
1260.0,2308.0,Maturéia
3660.0,2305.0,São Manuel
4225.0,2302.5,Indaial
4289.0,2302.0,Palmitos
5025.0,2299.0,Nova Xavantina
1849.0,2296.0,Gavião
2062.0,2294.0,Santo Estêvão
3072.0,2292.0,Macuco
1496.0,2289.0,Santa Cruz do Capibaribe
3077.0,2286.0,Miracema
883.0,2282.0,Ipu
3217.0,2280.0,Caçapava
3395.0,2276.0,Jaguariúna
871.0,2274.0,Guaramiranga
3647.0,2267.0,São Caetano do Sul
839.0,2265.0,Cariré
2107.0,2265.0,Ubaíra
2052.0,2262.0,Santa Inês
4625.0,2262.0,Marau
1737.0,2254.0,Aracatu
4791.0,2254.0,Sapiranga
1163.0,2243.0,Bananeiras
4823.0,2242.0,Tramandaí
1514.0,2241.0,Sirinhaém
4992.0,2236.0,Guarantã do Norte
4016.0,2234.0,Quarto Centenário
104.0,2232.0,Altamira
3459.0,2226.0,Mongaguá
2654.0,2225.0,Ouro Fino
1926.0,2224.0,Jeremoabo
86.0,2222.0,Boa Vista
843.0,2218.0,Cascavel
3144.0,2218.0,Amparo
1521.0,2217.0,Tamandaré
783.0,2214.5,São Pedro do Piauí
396.0,2214.0,Barra do Corda
1648.0,2212.0,Canhoba
784.0,2211.0,São Raimundo Nonato
1101.0,2211.0,Santa Cruz
3199.0,2211.0,Boituva
1313.0,2207.0,Santa Teresinha
3123.0,2207.0,Adamantina
3112.0,2204.0,Seropédica
3306.0,2204.0,Garça
1927.0,2203.0,Jiquiriçá
985.0,2195.0,Várzea Alegre
3911.0,2195.0,Jesuítas
1732.0,2181.0,Antas
5127.0,2177.0,Caldas Novas
1957.0,2175.0,Manoel Vitorino
3121.0,2172.0,Vassouras
2488.0,2171.0,Itambacuri
3034.0,2171.0,Vila Velha
657.0,2168.0,Eliseu Martins
3623.0,2166.0,Santa Fé do Sul
4943.0,2162.0,Três Lagoas
811.0,2161.0,Amontada
801.0,2160.0,Vila Nova do Piauí
3037.0,2160.0,Aperibé
120.0,2157.0,Breu Branco
846.0,2157.0,Caucaia
1413.0,2156.0,Custódia
2294.0,2156.0,Caxambu
2055.0,2153.0,Santa Maria da Vitória
3236.0,2153.0,Capão Bonito
3447.0,2149.0,Miracatu
641.0,2148.5,Colônia do Gurguéia
4849.0,2146.0,Vera Cruz
1535.0,2144.5,Vertentes
5023.0,2143.5,Nova Olímpia
4947.0,2142.0,Alta Floresta
184.0,2137.0,Rurópolis
4976.0,2136.0,Colíder
863.0,2129.0,Frecheirinha
465.0,2125.0,João Lisboa
3022.0,2121.0,São Domingos do Norte
2321.0,2120.0,Congonhas
1987.0,2119.0,Nova Fátima
2966.0,2114.0,Aracruz
4478.0,2111.0,Casca
1727.0,2109.0,Anagé
1847.0,2107.0,Formosa do Rio Preto
2955.0,2106.0,Visconde do Rio Branco
1810.0,2091.0,Cipó
3013.0,2089.0,Pinheiros
4196.0,2088.0,Dionísio Cerqueira
4930.0,2088.0,Rio Brilhante
1617.0,2086.0,Porto Calvo
1959.0,2085.0,Maracás
4546.0,2083.25,Farroupilha
1470.0,2081.0,Panelas
3999.0,2077.0,Piraí do Sul
1774.0,2075.0,Cachoeira
1367.0,2073.0,Amaraji
1572.0,2072.0,Igaci
1860.0,2072.0,Ibicaraí
4650.0,2072.0,Nova Araçá
3173.0,2069.0,Avaré
5033.0,2068.0,Peixoto de Azevedo
1359.0,2067.0,Afogados da Ingazeira
2060.0,2065.0,Santo Amaro
3082.0,2065.0,Nova Iguaçu
3409.0,2064.0,Juquitiba
4946.0,2063.0,Água Boa
2372.0,2058.0,Dom Cavati
1446.0,2055.0,João Alfredo
2036.0,2050.0,Riacho de Santana
