index,metric,labels
5106.0,1001.0,Arenópolis
4125.0,1000.0,Vitorino
2689.0,999.0,Pedralva
3921.0,998.0,Lidianópolis
1632.0,996.0,Satuba
2853.0,996.0,São José do Alegre
499.0,995.0,Paraibano
1862.0,995.0,Ibicuí
2821.0,995.0,São Brás do Suaçuí
2492.0,994.0,Itanhandu
2275.0,992.0,Carmo da Mata
4728.0,991.0,Rosário do Sul
909.0,988.0,Martinópole
2754.0,988.0,Rio Acima
3729.0,987.0,Valparaíso
131.0,986.0,Concórdia do Pará
2248.0,986.0,Campos Altos
106.0,984.0,Anapu
4012.0,982.0,Pranchita
1689.0,978.0,Pinhão
2074.0,977.0,São Sebastião do Passé
2697.0,975.0,Perdizes
2997.0,974.0,Jerônimo Monteiro
3790.0,973.0,Cambará
1406.0,972.0,Chã de Alegria
3226.0,972.0,Cajuru
3596.0,972.0,Rinópolis
2249.0,971.0,Campos Gerais
4894.0,971.0,Deodápolis
910.0,970.0,Massapê
5188.0,968.0,Ipameri
192.0,967.0,Santana do Araguaia
3748.0,965.0,Alto Paraná
4957.0,965.0,Arenápolis
2793.0,964.0,Santana da Vargem
922.0,962.0,Mucambo
1188.0,961.0,Caiçara
3007.0,960.0,Mucurici
3914.0,959.0,Juranda
2968.0,958.25,Baixo Guandu
1712.0,958.0,Tomar do Geru
1996.0,958.0,Oliveira dos Brejinhos
2833.0,958.0,São Gonçalo do Sapucaí
1841.0,957.0,Fátima
4494.0,957.0,Cidreira
5211.0,957.0,Luziânia
1726.0,956.0,América Dourada
865.0,955.0,Graça
1312.0,955.0,Santa Rita
2525.0,953.0,Jesuânia
3268.0,953.0,Descalvado
2016.0,952.0,Piritiba
4907.0,951.0,Ivinhema
1513.0,950.0,Sertânia
2832.0,950.0,São Gonçalo do Rio Abaixo
4816.0,950.0,Tenente Portela
971.0,949.0,Tabuleiro do Norte
1281.0,947.0,Picuí
3106.0,946.0,São José de Ubá
3940.0,944.0,Marilândia do Sul
1568.0,943.0,Feliz Deserto
555.0,942.0,São Raimundo das Mangabeiras
4799.0,940.0,Serafina Corrêa
4912.0,940.0,Juti
2451.0,938.0,Ibiá
2461.0,938.0,Iguatama
1915.0,936.0,Ituaçu
1175.0,934.0,Bonito de Santa Fé
2325.0,933.25,Conselheiro Pena
53.0,932.0,Bujari
1747.0,932.0,Barra da Estiva
1186.0,931.0,Cacimba de Dentro
3817.0,930.0,Colorado
4258.0,929.0,Lontras
3335.0,927.0,Iacri
4547.0,927.0,Faxinal do Soturno
3612.0,925.0,Salto Grande
2647.0,924.0,Olímpio Noronha
3317.0,923.0,Guará
4056.0,922.0,Santa Mariana
713.0,918.0,Morro do Chapéu do Piauí
3204.0,918.0,Borborema
892.0,917.0,Itarema
1519.0,917.0,Tacaimbó
3234.0,917.0,Cândido Mota
4829.0,917.0,Três Palmeiras
341.0,916.0,Presidente Kennedy
1263.0,915.0,Monte Horebe
4013.0,915.0,Presidente Castelo Branco
4909.0,915.0,Jaraguari
1236.0,912.0,Jericó
3734.0,912.0,Vera Cruz
3262.0,911.0,Cravinhos
211.0,910.0,Tomé-Açu
262.0,910.0,Brasilândia do Tocantins
1978.0,909.0,Mundo Novo
217.0,908.0,Uruará
1336.0,908.0,Serra Branca
5167.0,907.0,Formoso
902.0,906.0,Jucás
932.0,906.0,Pacujá
4719.0,905.0,Rio Pardo
5044.0,905.0,Querência
2904.0,901.0,Tabuleiro
5112.0,900.0,Bela Vista de Goiás
62.0,899.0,Sena Madureira
279.0,899.0,Crixás do Tocantins
281.0,899.0,Dianópolis
1264.0,898.0,Monteiro
939.0,897.0,Pedra Branca
1045.0,897.0,João Câmara
4878.0,897.0,Batayporã
3488.0,895.0,Novo Horizonte
2263.0,894.0,Capitólio
2921.0,894.0,Três Marias
1716.0,893.0,Acajutiba
4595.0,893.0,Itaqui
1767.0,892.0,Brejolândia
880.0,891.0,Independência
3192.0,889.0,Bertioga
4842.0,889.0,Uruguaiana
4646.0,887.0,Não-Me-Toque
5315.0,887.0,Valparaíso de Goiás
331.0,885.0,Pequizeiro
1459.0,884.0,Machados
2059.0,884.0,Santa Terezinha
2996.0,884.0,Jaguaré
1209.0,883.0,Cuité
3873.0,883.0,Guaratuba
1410.0,882.0,Cortês
2741.0,882.0,Prudente de Morais
3678.0,881.0,Severínia
908.0,880.0,Marco
4124.0,880.0,Virmond
847.0,879.0,Cedro
4160.0,878.0,Bom Jesus
5270.0,877.0,Quirinópolis
1408.0,876.0,Condado
407.0,875.0,Brejo
1349.0,875.0,Taperoá
2776.0,875.0,Sacramento
3005.0,875.0,Mimoso do Sul
1320.0,874.0,São João do Cariri
2287.0,873.0,Cássia
4831.0,872.0,Trindade do Sul
1372.0,871.0,Barra de Guabiraba
4796.0,871.0,Selbach
1190.0,870.0,Cajazeirinhas
2591.0,870.0,Mato Verde
481.0,868.0,Maranhãozinho
935.0,868.0,Paracuru
4753.0,868.0,Santo Augusto
2272.0,867.0,Carlos Chagas
3286.0,867.0,Engenheiro Coelho
4761.0,865.0,São Jerônimo
821.0,863.0,Assaré
1696.0,863.0,Riachuelo
1817.0,863.0,Conde
4489.0,862.0,Charqueadas
2714.0,860.0,Pirapetinga
3015.0,859.25,Ponto Belo
4751.0,859.0,Santo Antônio das Missões
4255.0,858.0,Lauro Müller
2834.0,857.0,São Gotardo
4334.0,857.0,Santa Rosa do Sul
1010.0,856.0,Canguaretama
3572.0,856.0,Promissão
2220.0,855.0,Brazópolis
3530.0,855.0,Pereiras
4139.0,855.0,Apiúna
4648.0,854.0,Nonoai
4994.0,854.0,Indiavaí
163.0,853.0,Nova Timboteua
831.0,853.0,Bela Cruz
4497.0,853.0,Condor
4825.0,853.0,Três Cachoeiras
1301.0,851.0,Rio Tinto
2385.0,851.0,Engenheiro Navarro
3251.0,849.0,Colina
2175.0,848.0,Arinos
177.0,847.0,Placas
1179.0,846.0,Brejo do Cruz
3668.0,845.0,São Simão
4792.0,845.0,Sapucaia do Sul
3519.0,843.0,Paulínia
2387.0,842.0,Entre Rios de Minas
3347.0,842.0,Iguape
4027.0,842.0,Renascença
3235.0,841.0,Canitar
1505.0,840.0,São Joaquim do Monte
3581.0,840.0,Regente Feijó
3346.0,839.0,Igaratá
4951.0,839.0,Alto Paraguai
2114.0,838.0,Uruçuca
3244.0,838.0,Catiguá
1549.0,837.0,Branquinha
2779.0,837.0,Santa Bárbara
523.0,836.0,Riachão
2524.0,835.0,Jequitinhonha
4527.0,834.0,Encruzilhada do Sul
4813.0,833.0,Taquari
3363.0,832.0,Itaberá
4065.0,832.0,Santo Inácio
982.0,831.0,Uruburetama
286.0,830.0,Fátima
5259.0,830.0,Piracanjuba
2506.0,829.0,Iturama
1608.0,827.0,Paripueira
4507.0,827.0,Cristal
4758.0,827.0,São Francisco de Assis
3882.0,826.0,Imbituva
4853.0,825.0,Viamão
553.0,824.0,São Pedro da Água Branca
2295.0,824.0,Central de Minas
899.0,823.0,Jati
2785.0,823.0,Santa Efigênia de Minas
2877.0,823.0,Sardoá
5014.0,822.0,Nortelândia
5196.0,822.0,Itapaci
2723.0,821.0,Pompéu
3674.0,821.0,Serrana
3720.0,820.0,Ubatuba
4239.0,820.0,Itapiranga
1043.0,819.0,Jardim de Piranhas
3666.0,819.0,São Sebastião
2334.0,818.0,Coromandel
4421.0,818.0,Barão de Cotegipe
4582.0,818.0,Igrejinha
3507.0,817.0,Palmital
4929.0,817.0,Ribas do Rio Pardo
683.0,816.0,Jerumenha
854.0,816.0,Croatá
1646.0,816.0,Brejo Grande
2229.0,816.0,Cachoeira da Prata
4206.0,816.0,Fraiburgo
1399.0,814.0,Carnaíba
3355.0,814.0,Iperó
3021.0,812.25,Santa Teresa
4988.0,812.0,Figueirópolis D'Oeste
900.0,809.0,Jijoca de Jericoacoara
911.0,809.0,Mauriti
1510.0,809.0,São Vicente Férrer
2430.0,809.0,Gonzaga
3069.0,808.0,Japeri
1724.0,807.0,Amargosa
3849.0,807.0,Figueira
2974.0,806.75,Cariacica
2279.0,806.25,Carmo do Rio Claro
3468.0,806.0,Morungaba
4866.0,805.0,Água Clara
3630.0,804.0,Santana de Parnaíba
5242.0,804.0,Novo Brasil
4734.0,803.25,Sananduva
941.0,803.0,Pentecoste
2162.0,803.0,Araçuaí
2959.0,801.0,Águia Branca
3242.0,801.0,Castilho
5001.0,801.0,Jauru
3912.0,800.0,Joaquim Távora
2366.0,798.0,Divino das Laranjeiras
2842.0,798.0,São João do Manteninha
2012.0,797.0,Pindobaçu
4465.0,797.0,Canguçu
4859.0,797.0,Vila Nova do Sul
4120.0,796.0,Vera Cruz do Oeste
1066.0,795.0,Monte Alegre
2351.0,795.0,Cruzília
2544.0,795.0,Lagoa Dourada
2545.0,795.0,Lagoa Formosa
4696.0,794.0,Planalto
2184.0,792.0,Barão de Cocais
2782.0,792.0,Santa Bárbara do Tugúrio
4438.0,792.0,Bom Progresso
4505.0,792.0,Coxilha
5215.0,791.0,Marzagão
5317.0,791.0,Vianópolis
1403.0,789.0,Casinhas
1545.0,788.0,Batalha
3337.0,786.0,Ibaté
370.0,785.0,Xambioá
968.0,785.0,Senador Sá
56.0,784.0,Feijó
2903.0,784.0,Soledade de Minas
4023.0,784.0,Quitandinha
420.0,783.0,Carolina
788.0,783.0,Simões
3983.0,782.0,Paranacity
2823.0,781.0,São Domingos do Prata
4827.0,781.0,Três de Maio
1219.0,780.0,Duas Estradas
1244.0,780.0,Lagoa de Dentro
3342.0,779.0,Icém
2486.0,778.0,Itamarandiba
4479.0,777.0,Caseiros
1268.0,776.0,Nova Floresta
3574.0,776.0,Quatá
127.0,775.0,Capitão Poço
3701.0,775.0,Tarabai
1590.0,774.0,Maribondo
2737.0,774.0,Presidente Juscelino
2828.0,774.0,São Geraldo
826.0,773.0,Barreira
2995.0,772.0,Iúna
2112.0,771.0,Una
1362.0,770.0,Água Preta
4112.0,770.0,Turvo
18.0,769.5,Rolim de Moura
55.0,769.0,Cruzeiro do Sul
2824.0,769.0,São Francisco
4365.0,769.0,Tangará
2147.0,767.25,Alterosa
3614.0,767.0,Santa Adélia
812.0,766.0,Antonina do Norte
3059.0,766.0,Duque de Caxias
3696.0,766.0,Tapiratiba
2687.0,765.0,Pedra do Indaiá
3332.0,765.0,Holambra
4678.0,765.0,Passa Sete
1913.0,764.0,Itiúba
4622.0,764.0,Manoel Viana
2320.0,763.0,Congonhal
3237.0,763.0,Capela do Alto
4706.0,761.0,Pouso Novo
4888.0,760.0,Chapadão do Sul
2745.0,759.0,Raul Soares
4860.0,759.0,Vista Alegre
2204.0,758.0,Bom Jardim de Minas
2632.0,757.0,Nepomuceno
4654.0,757.0,Nova Hartz
882.0,756.0,Ipaumirim
3298.0,756.0,Floreal
3508.0,756.0,Panorama
4773.0,755.0,São Lourenço do Sul
4901.0,755.0,Glória de Dourados
5195.0,755.0,Itajá
1092.0,754.0,Serra Caiada
359.0,753.0,Silvanópolis
2146.0,753.0,Alpinópolis
4518.0,753.0,Dois Lajeados
1583.0,752.0,Lagoa da Canoa
1704.0,752.0,São Cristóvão
4040.0,752.0,Rondon
2459.0,751.0,Igarapé
579.0,750.0,Vitorino Freire
5238.0,750.0,Nova Glória
983.0,749.0,Uruoca
1858.0,749.0,Iaçu
3585.0,749.0,Ribeirão Bonito
2612.0,747.25,Monte Belo
3702.0,747.0,Tarumã
4081.0,747.0,São Pedro do Iguaçu
813.0,745.0,Apuiarés
2584.0,745.0,Martins Soares
2588.0,745.0,Matias Barbosa
3197.0,745.0,Bocaina
3788.0,744.0,Cafezal do Sul
4916.0,744.0,Miranda
3700.0,743.0,Taquarivaí
4202.0,743.0,Faxinal dos Guedes
4342.0,743.0,São Cristóvão do Sul
1907.0,742.0,Itapicuru
2473.0,742.0,Ipanema
4174.0,742.0,Campo Erê
3866.0,741.0,Guairaçá
4551.0,741.0,Flores da Cunha
1161.0,740.0,Assunção
3230.0,740.0,Campos do Jordão
3957.0,740.0,Morretes
3339.0,739.0,Ibirarema
3113.0,738.0,Silva Jardim
936.0,736.0,Paraipaba
2278.0,736.0,Carmo do Paranaíba
4070.0,736.0,São João do Ivaí
4542.0,736.0,Esteio
577.0,735.0,Vila Nova dos Martírios
3732.0,735.0,Vargem Grande Paulista
381.0,734.0,Amarante do Maranhão
2706.0,734.0,Pimenta
3111.0,733.0,Saquarema
698.0,732.0,Luís Correia
4604.0,731.0,Jaguari
1544.0,729.0,Barra de São Miguel
3755.0,729.0,Antonina
4766.0,729.0,São José do Herval
1575.0,728.0,Jacaré dos Homens
4903.0,728.0,Iguatemi
1966.0,727.5,Medeiros Neto
977.0,725.0,Trairi
3576.0,724.0,Queluz
4163.0,724.0,Braço do Norte
1200.0,723.0,Caturité
3544.0,723.0,Pirangi
4308.0,723.0,Ponte Serrada
907.0,722.0,Maranguape
1449.0,722.0,Jupi
1461.0,722.0,Maraial
5126.0,722.0,Caiapônia
5258.0,722.0,Pilar de Goiás
1230.0,721.0,Ingá
2057.0,719.0,Santanópolis
3431.0,719.0,Mairiporã
4392.0,719.0,Agudo
4944.0,719.0,Vicentina
1341.0,718.0,Sertãozinho
1375.0,718.0,Belém do São Francisco
2816.0,718.0,Santo Antônio do Monte
4887.0,718.0,Cassilândia
903.0,717.0,Lavras da Mangabeira
1443.0,717.0,Jaqueira
2597.0,717.0,Mercês
3890.0,716.0,Iretama
5162.0,716.0,Faina
1348.0,715.0,Tacima
5254.0,714.0,Paranaiguara
848.0,713.0,Chaval
3518.0,713.0,Paulicéia
4553.0,713.0,Fontoura Xavier
2922.0,712.0,Três Pontas
5286.0,712.0,Santa Terezinha de Goiás
1387.0,711.0,Buíque
3824.0,711.0,Coronel Vivida
3857.0,711.0,Francisco Alves
2749.0,710.0,Resplendor
2933.0,709.0,Unaí
63.0,707.0,Tarauacá
1380.0,707.0,Bom Conselho
3891.0,707.0,Itaguajé
2590.0,706.0,Matipó
3853.0,706.0,Florestópolis
92.0,705.0,Mucajaí
1742.0,705.0,Aratuípe
2602.0,705.0,Miradouro
3405.0,704.0,Jumirim
3517.0,704.0,Patrocínio Paulista
5176.0,704.0,Goiatuba
5245.0,704.0,Orizona
3353.0,703.0,Inúbia Paulista
1017.0,702.0,Cruzeta
2558.0,702.0,Lima Duarte
849.0,701.0,Choró
5250.0,701.0,Palmeiras de Goiás
2023.0,700.0,Potiraguá
2259.0,700.0,Capim Branco
3402.0,700.0,João Ramalho
4168.0,700.0,Caibi
4692.0,700.0,Pinheiro Machado
4189.0,699.0,Corupá
5091.0,699.0,Alexânia
3379.0,698.0,Itaquaquecetuba
351.0,697.0,Santa Rosa do Tocantins
1113.0,695.0,São José do Seridó
2595.0,695.0,Medina
4561.0,695.0,General Câmara
511.0,694.0,Pinheiro
3860.0,694.0,General Carneiro
4037.0,694.0,Rio Negro
4050.0,693.0,Santa Helena
3219.0,691.0,Caconde
3257.0,691.0,Coronel Macedo
967.0,690.0,Senador Pompeu
2379.0,690.0,Dores do Indaiá
4826.0,690.0,Três Coroas
5002.0,690.0,Juara
1326.0,689.0,São José de Piranhas
2343.0,688.0,Couto de Magalhães de Minas
61.0,686.0,Senador Guiomard
1560.0,686.0,Colônia Leopoldina
1639.0,686.0,Viçosa
4228.0,686.0,Iporã do Oeste
4126.0,685.0,Xambrê
4962.0,685.0,Bom Jesus do Araguaia
4789.0,684.0,São Vendelino
2173.0,682.0,Argirita
3446.0,682.0,Mineiros do Tietê
3693.0,682.0,Tambaú
3737.0,682.0,Vista Alegre do Alto
4319.0,682.0,Rio das Antas
773.0,681.0,São João do Piauí
1567.0,680.0,Feira Grande
3463.0,680.0,Monte Azul Paulista
1023.0,679.0,Espírito Santo
2924.0,679.0,Tupaciguara
350.0,678.0,Santa Rita do Tocantins
1884.0,678.0,Iraquara
3611.0,678.0,Salto de Pirapora
3102.0,676.0,São Francisco de Itabapoana
1811.0,675.0,Coaraci
610.0,674.0,Bocaina
2672.0,674.0,Passa Quatro
2768.0,674.0,Rochedo de Minas
3156.0,673.0,Aramina
3798.0,673.0,Campo Largo
5314.0,673.0,Urutaí
864.0,672.0,General Sampaio
5099.0,672.0,Anicuns
538.0,671.0,São Bernardo
2271.0,670.0,Careaçu
2901.0,670.0,Simonésia
5280.0,670.0,Santa Helena de Goiás
2683.0,669.0,Peçanha
3310.0,669.0,Getulina
3836.0,668.0,Dois Vizinhos
2243.0,667.0,Campestre
4349.0,667.0,São Joaquim
5105.0,667.0,Araguapaz
2799.0,666.0,Santana do Manhuaçu
3386.0,666.0,Itobi
937.0,665.0,Parambu
3781.0,665.0,Bom Sucesso
124.0,663.0,Cametá
2333.0,663.0,Coroaci
3292.0,663.0,Fartura
3351.0,663.0,Indiana
2415.0,662.0,Francisco Sá
3949.0,662.0,Matinhos
574.0,661.0,Urbano Santos
1802.0,661.0,Casa Nova
2470.0,660.0,Inhaúma
4242.0,660.0,Jaborá
3474.0,659.0,Nazaré Paulista
4278.0,659.0,Nova Erechim
254.0,658.0,Aurora do Tocantins
1943.0,658.0,Lençóis
3385.0,658.0,Itirapuã
3598.0,658.0,Rio das Pedras
35.0,657.0,Itapuã do Oeste
147.0,657.0,Itupiranga
4273.0,657.0,Monte Carlo
3322.0,656.0,Guararapes
3901.0,656.0,Jaboti
4416.0,656.0,Arvorezinha
4868.0,656.0,Amambai
2242.0,655.0,Campanha
2892.0,655.0,Serra dos Aimorés
4623.0,655.0,Maquiné
3277.0,654.0,Duartina
3640.0,654.0,Santo Antônio do Jardim
122.0,653.0,Cachoeira do Piriá
2599.0,653.0,Minas Novas
491.0,652.0,Morros
2136.0,652.0,Águas Formosas
536.0,651.0,São Benedito do Rio Preto
2127.0,651.0,Xique-Xique
2395.0,651.0,Estrela do Sul
5276.0,651.0,Sanclerlândia
4721.0,650.0,Roca Sales
4814.0,650.0,Taquaruçu do Sul
532.0,649.0,Santa Quitéria do Maranhão
3056.0,649.0,Conceição de Macabu
3177.0,649.0,Barão de Antonina
4472.0,649.0,Capela de Santana
135.0,648.0,Curuçá
2408.0,648.0,Florestal
2465.0,648.0,Inconfidentes
975.0,647.0,Tejuçuoca
1383.0,646.0,Brejão
1391.0,646.0,Caetés
1757.0,646.0,Biritinga
3068.0,646.0,Itatiaia
3273.0,646.0,Dois Córregos
3383.0,645.0,Itatinga
412.0,644.0,Buritirana
1569.0,644.0,Flexeiras
1722.0,644.0,Alcobaça
1770.0,644.0,Buerarema
2115.0,644.0,Utinga
2753.0,644.0,Ribeirão Vermelho
4241.0,644.0,Ituporanga
3372.0,642.0,Itapevi
3478.0,642.0,Nova Aliança
4628.0,642.0,Marques de Souza
2975.0,639.0,Castelo
4522.0,639.0,Dona Francisca
4809.0,639.0,Tapejara
2000.0,638.5,Palmeiras
1363.0,638.0,Águas Belas
89.0,636.0,Caracaraí
4256.0,636.0,Lebon Régis
4188.0,635.0,Coronel Freitas
2253.0,634.0,Candeias
3248.0,634.0,Cesário Lange
3722.0,634.0,Uchoa
828.0,633.0,Barroquinha
3086.0,632.0,Paty do Alferes
3591.0,632.0,Ribeirão Pires
970.0,631.0,Solonópole
4017.0,631.0,Quatiguá
2291.0,630.0,Catas Altas da Noruega
2919.0,630.0,Tombos
851.0,629.0,Coreaú
1635.0,629.0,Taquarana
2439.0,629.0,Guaranésia
898.0,628.0,Jardim
2209.0,628.0,Bom Sucesso
156.0,627.0,Medicilândia
3536.0,627.0,Pindorama
1241.0,626.0,Juripiranga
2365.0,626.0,Divino
5086.0,626.0,Acreúna
762.0,625.0,São Braz do Piauí
264.0,624.0,Buriti do Tocantins
290.0,624.0,Fortaleza do Tabocão
1538.0,624.0,Xexéu
1554.0,624.0,Campo Grande
947.0,623.25,Porteiras
2092.0,623.0,Souto Soares
5186.0,623.0,Indiara
4011.0,622.0,Prado Ferreira
1794.0,621.0,Cansanção
3180.0,621.0,Barra Bonita
4283.0,621.0,Otacílio Costa
1398.0,620.0,Capoeiras
3338.0,620.0,Ibirá
1833.0,619.0,Dom Basílio
1013.0,618.0,Ceará-Mirim
2638.0,618.0,Nova Ponte
2170.0,617.0,Arceburgo
99.0,616.0,Abel Figueiredo
1238.0,616.0,Juarez Távora
3993.0,615.0,Pérola
795.0,614.0,União
1235.0,614.0,Jacaraú
1439.0,613.0,Itambé
3968.0,613.0,Nova Olímpia
2507.0,612.0,Itutinga
2690.0,612.0,Pedras de Maria da Cruz
2914.0,612.0,Tiradentes
3420.0,612.0,Louveira
4869.0,612.0,Anastácio
5147.0,612.0,Corumbá de Goiás
2310.0,611.25,Conceição da Aparecida
2501.0,611.0,Itaverava
2734.0,611.0,Pratápolis
2315.0,610.0,Conceição do Pará
3253.0,610.0,Conchal
3176.0,609.0,Bananal
591.0,608.0,Anísio de Abreu
1714.0,608.0,Abaíra
3955.0,608.0,Missal
4341.0,608.0,São Carlos
2560.0,607.0,Lontra
3246.0,607.0,Cerqueira César
1005.0,606.0,Brejinho
2645.0,606.0,Olaria
2731.0,606.0,Pouso Alto
3272.0,606.0,Dobrada
3622.0,606.0,Santa Ernestina
4346.0,605.75,São João Batista
2404.0,605.0,Felixlândia
2643.0,605.0,Novo Oriente de Minas
3818.0,605.0,Congonhinhas
4058.0,605.0,Santana do Itararé
4759.0,605.0,São Francisco de Paula
4811.0,605.0,Tapes
4940.0,605.0,Tacuru
1793.0,604.0,Cândido Sales
2396.0,604.0,Eugenópolis
2803.0,604.0,Santa Rita de Caldas
3830.0,604.0,Cruzmaltina
3481.0,603.0,Nova Europa
927.0,602.0,Ocara
2503.0,602.0,Itueta
5223.0,601.0,Montes Claros de Goiás
2548.0,600.0,Lajinha
5199.0,600.0,Itarumã
635.0,599.0,Castelo do Piauí
2719.0,599.0,Planura
189.0,598.0,Santa Luzia do Pará
2348.0,598.0,Cristina
3211.0,598.0,Brotas
3787.0,598.0,Cafelândia
277.0,597.0,Couto Magalhães
1529.0,596.0,Triunfo
2925.0,596.0,Turmalina
3076.0,596.0,Miguel Pereira
3384.0,596.0,Itirapina
2050.0,595.0,Santa Cruz Cabrália
3466.0,595.0,Monte Mor
4506.0,594.0,Crissiumal
5300.0,594.0,Silvânia
259.0,593.0,Barrolândia
5115.0,592.0,Bonfinópolis
107.0,591.0,Augusto Corrêa
330.0,591.0,Peixe
1818.0,591.0,Condeúba
2192.0,591.0,Belo Oriente
3125.0,591.0,Aguaí
4096.0,591.0,Tamboara
4463.0,591.0,Candiota
5275.0,591.0,Rubiataba
1819.0,589.0,Contendas do Sincorá
3326.0,589.0,Guariba
4067.0,588.0,São Jerônimo da Serra
4838.0,588.0,Tuparendi
3730.0,587.0,Vargem
5210.0,587.0,Leopoldo de Bulhões
252.0,585.0,Arraias
2082.0,585.0,Serra do Ramalho
2682.0,585.0,Pavão
3634.0,585.0,Santa Salete
4669.0,585.0,Palmares do Sul
807.0,584.0,Aiuaba
3595.0,584.0,Rincão
1298.0,583.0,Riachão do Bacamarte
4521.0,583.0,Dom Pedrito
2113.0,582.0,Urandi
4082.0,582.0,São Pedro do Ivaí
5121.0,582.0,Cabeceiras
1701.0,581.0,Santana do São Francisco
2733.0,581.0,Prata
2305.0,580.0,Cláudio
2617.0,580.0,Monte Sião
3969.0,580.0,Nova Santa Bárbara
4564.0,580.0,Glorinha
2011.0,579.0,Pindaí
2861.0,579.0,São Pedro dos Ferros
3334.0,579.0,Iacanga
4411.0,579.0,Arroio do Sal
486.0,578.0,Mirador
1570.0,578.0,Girau do Ponciano
2518.0,577.0,Japonvar
4459.0,577.0,Campo Novo
421.0,576.0,Carutapera
2233.0,576.0,Caeté
4884.0,576.0,Camapuã
4280.0,575.25,Nova Trento
2653.0,574.0,Ouro Branco
4047.0,574.0,Santa Cecília do Pavão
4063.0,574.0,Santo Antônio do Paraíso
4949.0,574.0,Alto Boa Vista
1297.0,573.0,Pedro Régis
1745.0,573.0,Banzaê
2580.0,573.0,Maripá de Minas
2739.0,573.0,Presidente Olegário
3540.0,573.0,Piracaia
3275.0,572.0,Dourado
3624.0,572.0,Santa Gertrudes
4574.0,571.0,Horizontina
4726.0,571.0,Rondinha
118.0,570.0,Brasil Novo
789.0,569.0,Simplício Mendes
2505.0,569.0,Itumirim
5225.0,569.0,Montividiu do Norte
3532.0,567.0,Piacatu
5219.0,566.0,Minaçu
1756.0,565.0,Belo Campo
5067.0,565.0,Serra Nova Dourada
1522.0,564.5,Taquaritinga do Norte
845.0,564.0,Catunda
1501.0,564.0,São Benedito do Sul
3917.0,564.0,Lapa
5178.0,564.0,Guapó
2058.0,562.0,Santa Rita de Cássia
4052.0,562.0,Santa Isabel do Ivaí
2262.0,561.0,Capitão Enéas
3026.0,560.0,São Roque do Canaã
5018.0,560.0,Nova Lacerda
842.0,559.0,Carnaubal
2631.0,558.0,Nazareno
5133.0,558.0,Campos Belos
43.0,557.0,São Francisco do Guaporé
3302.0,556.0,Francisco Morato
3303.0,556.0,Franco da Rocha
3539.0,556.0,Piquete
4874.0,556.0,Aquidauana
1495.0,555.0,Santa Cruz da Baixa Verde
2496.0,555.0,Itapecerica
4656.0,555.0,Nova Palma
715.0,554.0,Nazaré do Piauí
820.0,554.0,Arneiroz
1151.0,554.0,São João do Rio do Peixe
1390.0,553.0,Cachoeirinha
1502.0,553.0,São Bento do Una
1580.0,553.0,Joaquim Gomes
3628.0,553.0,Santa Mercedes
4187.0,553.0,Cordilheira Alta
5189.0,553.0,Ipiranga de Goiás
230.0,552.0,Mazagão
1276.0,551.0,Paulista
3152.0,551.0,Apiaí
3271.0,551.0,Divinolândia
2183.0,550.0,Bandeira do Sul
1728.0,549.0,Andaraí
2574.0,549.0,Maravilhas
3432.0,549.0,Manduri
2606.0,548.0,Moema
3810.0,548.0,Centenário do Sul
3938.0,548.0,Maria Helena
4584.0,548.0,Ilópolis
4902.0,548.0,Guia Lopes da Laguna
4910.0,547.0,Jardim
5114.0,547.0,Bom Jesus de Goiás
2024.0,546.0,Prado
4403.0,546.0,Ametista do Sul
1011.0,544.0,Caraúbas
403.0,543.0,Boa Vista do Gurupi
2344.0,543.0,Crisólita
4714.0,543.0,Redentora
1781.0,541.0,Caldeirão Grande
3343.0,541.0,Iepê
4502.0,541.0,Coronel Bicaco
1960.0,540.0,Maragogipe
3493.0,540.0,Onda Verde
4405.0,540.0,Anta Gorda
3706.0,539.0,Teodoro Sampaio
3879.0,539.0,Iguaraçu
4159.0,539.0,Bom Jardim da Serra
1985.0,538.0,Nordestina
2665.0,538.0,Papagaios
2728.0,538.0,Porto Firme
2936.0,538.0,Urucuia
940.0,537.0,Penaforte
2905.0,537.0,Taiobeiras
3538.0,537.0,Piquerobi
1531.0,536.0,Tuparetama
1791.0,536.0,Candeias
4314.0,536.0,Presidente Getúlio
4892.0,536.0,Costa Rica
154.0,535.0,Marapanim
3281.0,535.0,Elias Fausto
168.0,534.0,Ourém
1469.0,534.0,Palmeirina
2684.0,534.0,Pedra Azul
2726.0,534.0,Ponto dos Volantes
3747.0,534.0,Altônia
4147.0,534.0,Aurora
2148.0,532.0,Alto Caparaó
3054.0,532.0,Carmo
4815.0,532.0,Tavares
4980.0,532.0,Conquista D'Oeste
5148.0,532.0,Corumbaíba
362.0,531.0,Taguatinga
3178.0,531.0,Barbosa
109.0,530.0,Baião
3833.0,530.0,Diamante do Norte
740.0,529.0,Pio IX
1530.0,529.0,Tupanatinga
3096.0,529.0,Rio Claro
4575.0,529.0,Hulha Negra
5172.0,529.0,Goianésia
5222.0,529.0,Monte Alegre de Goiás
157.0,528.0,Mocajuba
3944.0,528.0,Maripá
3953.0,528.0,Mercedes
4378.0,528.0,Urussanga
4851.0,528.0,Vespasiano Corrêa
706.0,527.0,Miguel Alves
2029.0,527.0,Quijingue
2722.0,527.0,Pocrane
2711.0,525.0,Piranga
3092.0,525.0,Quatis
