1302603;Manaus;AM;17;2020-03-13;11
2927408;Salvador;BA;17;2020-03-13;11
1501402;Belém;PA;22;2020-03-18;12
2805703;Propriá;SE;22;2020-03-18;12
1600303;Macapá;AP;24;2020-03-20;12
2111300;São Luís;MA;24;2020-03-20;12
1100205;Porto Velho;RO;25;2020-03-21;12
1303403;Parintins;AM;26;2020-03-22;13
1504208;Marabá;PA;27;2020-03-23;13
4315602;Rio Grande;RS;27;2020-03-23;13
4209409;Laguna;SC;28;2020-03-24;13
2707503;Porto Real do Colégio;AL;29;2020-03-25;13
1503606;Itaituba;PA;30;2020-03-26;13
1303700;Santo Antônio do Içá;AM;30;2020-03-26;13
1302504;Manacapuru;AM;31;2020-03-27;13
3302601;Mangaratiba;RJ;32;2020-03-28;13
1300102;Anori;AM;33;2020-03-29;14
1301902;Itacoatiara;AM;33;2020-03-29;14
3300100;Angra dos Reis;RJ;34;2020-03-30;14
1303205;Novo Airão;AM;34;2020-03-30;14
1500107;Abaetetuba;PA;35;2020-03-31;14
1301159;Careiro da Várzea;AM;35;2020-03-31;14
1508100;Tucuruí;PA;35;2020-03-31;14
1501303;Barcarena;PA;36;2020-04-01;14
2105302;Imperatriz;MA;36;2020-04-01;14
1506807;Santarém;PA;36;2020-04-01;14
4118204;Paranaguá;PR;37;2020-04-02;14
1304237;Tonantins;AM;37;2020-04-02;14
1500602;Altamira;PA;38;2020-04-03;14
1505205;Oeiras do Pará;PA;38;2020-04-03;14
2111201;São José de Ribamar;MA;38;2020-04-03;14
4208401;Itapiranga;SC;39;2020-04-04;14
2401107;Areia Branca;RN;40;2020-04-05;15
1301852;Iranduba;AM;40;2020-04-05;15
1600600;Santana;AP;40;2020-04-05;15
1502103;Cametá;PA;41;2020-04-06;15
1302306;Jutaí;AM;41;2020-04-06;15
1303809;São Gabriel da Cachoeira;AM;41;2020-04-06;15
1303908;São Paulo de Olivença;AM;42;2020-04-07;15
2105104;Icatu;MA;43;2020-04-08;15
1302702;Manicoré;AM;43;2020-04-08;15
1304062;Tabatinga;AM;43;2020-04-08;15
1302900;Maués;AM;45;2020-04-10;15
1304203;Tefé;AM;45;2020-04-10;15
1500206;Acará;PA;46;2020-04-11;15
2933208;Vera Cruz;BA;46;2020-04-11;15
1200203;Cruzeiro do Sul;AC;48;2020-04-13;16
1300086;Anamã;AM;49;2020-04-14;16
1302405;Lábrea;AM;49;2020-04-14;16
1508084;Tucumã;PA;49;2020-04-14;16
1600808;Vitória do Jari;AP;49;2020-04-14;16
1505106;Óbidos;PA;49;2020-04-14;16
1502004;Cachoeira do Arari;PA;50;2020-04-15;16
1502806;Curralinho;PA;50;2020-04-15;16
1503903;Juruti;PA;50;2020-04-15;16
1600279;Laranjal do Jari;AP;50;2020-04-15;16
1504802;Monte Alegre;PA;50;2020-04-15;16
1504901;Muaná;PA;50;2020-04-15;16
1301001;Carauari;AM;51;2020-04-16;16
1500305;Afuá;PA;52;2020-04-17;16
1301209;Coari;AM;52;2020-04-17;16
2100204;Alcântara;MA;53;2020-04-18;16
1303601;Santa Isabel do Rio Negro;AM;53;2020-04-18;16
1300904;Canutama;AM;54;2020-04-19;17
1302207;Juruá;AM;54;2020-04-19;17
1506302;Salvaterra;PA;54;2020-04-19;17
1506401;Santa Cruz do Arari;PA;54;2020-04-19;17
1300300;Autazes;AM;55;2020-04-20;17
1501808;Breves;PA;55;2020-04-20;17
1505304;Oriximiná;PA;55;2020-04-20;17
1300631;Beruri;AM;56;2020-04-21;17
1507706;São Sebastião da Boa Vista;PA;56;2020-04-21;17
1300409;Barcelos;AM;57;2020-04-22;17
1300607;Benjamin Constant;AM;57;2020-04-22;17
1302801;Maraã;AM;57;2020-04-22;17
1303106;Nova Olinda do Norte;AM;57;2020-04-22;17
1500404;Alenquer;PA;58;2020-04-23;17
1500701;Anajás;PA;58;2020-04-23;17
1302553;Manaquiri;AM;58;2020-04-23;17
1303007;Nhamundá;AM;58;2020-04-23;17
1300060;Amaturá;AM;59;2020-04-24;17
1300839;Caapiranga;AM;59;2020-04-24;17
1301308;Codajás;AM;59;2020-04-24;17
1301605;Fonte Boa;AM;59;2020-04-24;17
1504000;Limoeiro do Ajuru;PA;59;2020-04-24;17
1303304;Novo Aripuanã;AM;59;2020-04-24;17
2706802;Piaçabuçu;AL;59;2020-04-24;17
1505700;Ponta de Pedras;PA;59;2020-04-24;17
1505908;Porto de Moz;PA;59;2020-04-24;17
1304104;Tapauá;AM;59;2020-04-24;17
1508308;Viseu;PA;59;2020-04-24;17
1500503;Almeirim;PA;60;2020-04-25;17
1303957;São Sebastião do Uatumã;AM;60;2020-04-25;17
1304302;Urucará;AM;60;2020-04-25;17
1501105;Bagre;PA;61;2020-04-26;18
1301704;Humaitá;AM;61;2020-04-26;18
2916104;Itaparica;BA;61;2020-04-26;18
1302009;Itapiranga;AM;61;2020-04-26;18
1504604;Mocajuba;PA;61;2020-04-26;18
1304401;Urucurituba;AM;61;2020-04-26;18
1300805;Borba;AM;62;2020-04-27;18
1504505;Melgaço;PA;62;2020-04-27;18
2706703;Penedo;AL;63;2020-04-28;18
1501204;Baião;PA;64;2020-04-29;18
2105005;Humberto de Campos;MA;64;2020-04-29;18
1506005;Prainha;PA;65;2020-04-30;18
1300508;Barreirinha;AM;67;2020-05-02;18
1507979;Terra Santa;PA;67;2020-05-02;18
1300680;Boa Vista do Ramos;AM;68;2020-05-03;19
1502509;Chaves;PA;68;2020-05-03;19
2924405;Pilão Arcado;BA;68;2020-05-03;19
1507805;Senador José Porfírio;PA;68;2020-05-03;19
1300029;Alvarães;AM;69;2020-05-04;19
2102903;Carutapera;MA;69;2020-05-04;19
2404408;Grossos;RN;69;2020-05-04;19
2926004;Remanso;BA;69;2020-05-04;19
1505809;Portel;PA;70;2020-05-05;19
1502855;Curuá;PA;73;2020-05-08;19
1503002;Faro;PA;73;2020-05-08;19
4109500;Guaraqueçaba;PR;73;2020-05-08;19
1507904;Soure;PA;73;2020-05-08;19
1508357;Vitória do Xingu;PA;73;2020-05-08;19
2802403;Gararu;SE;74;2020-05-09;19
1503101;Gurupá;PA;74;2020-05-09;19
2806404;Santana do São Francisco;SE;74;2020-05-09;19
1302108;Japurá;AM;76;2020-05-11;20
1200351;Marechal Thaumaturgo;AC;77;2020-05-12;20
1710706;Itaguatins;TO;78;2020-05-13;20
2109403;Primeira Cruz;MA;80;2020-05-15;20
2930204;Sento Sé;BA;80;2020-05-15;20
1304260;Uarini;AM;80;2020-05-15;20
2800704;Brejo Grande;SE;83;2020-05-18;21
2933604;Xique-Xique;BA;87;2020-05-22;21
2709202;Traipu;AL;88;2020-05-23;21
1501006;Aveiro;PA;91;2020-05-26;22
1200393;Porto Walter;AC;91;2020-05-26;22
4318507;São José do Norte;RS;93;2020-05-28;22
4314498;Pinheirinho do Vale;RS;107;2020-06-11;24
4207205;Imaruí;SC;112;2020-06-16;25
1301803;Ipixuna;AM;118;2020-06-22;26
