3550308;São Paulo;SP;0;2020-03-17;12
3302908;Miguel Pereira;RJ;2;2020-03-19;12
3303302;Niterói;RJ;2;2020-03-19;12
3303906;Petrópolis;RJ;4;2020-03-21;12
3304557;Rio de Janeiro;RJ;6;2020-03-23;13
3518800;Guarulhos;SP;8;2020-03-25;13
3534401;Osasco;SP;8;2020-03-25;13
4314902;Porto Alegre;RS;8;2020-03-25;13
2611606;Recife;PE;8;2020-03-25;13
3552809;Taboão da Serra;SP;8;2020-03-25;13
3556453;Vargem Grande Paulista;SP;8;2020-03-25;13
2304400;Fortaleza;CE;9;2020-03-26;13
5212501;Luziânia;GO;9;2020-03-26;13
4213500;Porto Belo;SC;9;2020-03-26;13
3543402;Ribeirão Preto;SP;9;2020-03-26;13
4115200;Maringá;PR;10;2020-03-27;13
2210052;São José do Divino;PI;10;2020-03-27;13
3306305;Volta Redonda;RJ;10;2020-03-27;13
2408003;Mossoró;RN;11;2020-03-28;13
5300108;Brasília;DF;12;2020-03-29;14
2927408;Salvador;BA;12;2020-03-29;14
2111300;São Luís;MA;12;2020-03-29;14
2211001;Teresina;PI;12;2020-03-29;14
3106200;Belo Horizonte;MG;13;2020-03-30;14
4104808;Cascavel;PR;13;2020-03-30;14
3515004;Embu das Artes;SP;13;2020-03-30;14
2606200;Goiana;PE;13;2020-03-30;14
4310801;Ivoti;RS;13;2020-03-30;14
4209102;Joinville;SC;13;2020-03-30;14
1302603;Manaus;AM;13;2020-03-30;14
4313409;Novo Hamburgo;RS;13;2020-03-30;14
2207702;Parnaíba;PI;13;2020-03-30;14
1100205;Porto Velho;RO;13;2020-03-30;14
3304300;Rio Bonito;RJ;13;2020-03-30;14
3552205;Sorocaba;SP;13;2020-03-30;14
3548708;São Bernardo do Campo;SP;13;2020-03-30;14
5002001;Batayporã;MS;14;2020-03-31;14
3509502;Campinas;SP;14;2020-03-31;14
2704302;Maceió;AL;14;2020-03-31;14
2510808;Patos;PB;14;2020-03-31;14
2312205;Santa Quitéria;CE;14;2020-03-31;14
3547809;Santo André;SP;14;2020-03-31;14
3548807;São Caetano do Sul;SP;14;2020-03-31;14
3300258;Arraial do Cabo;RJ;15;2020-04-01;14
3513009;Cotia;SP;15;2020-04-01;14
2304285;Eusébio;CE;15;2020-04-01;14
3140001;Mariana;MG;15;2020-04-01;14
2408102;Natal;RN;15;2020-04-01;14
3304524;Rio das Ostras;RJ;15;2020-04-01;14
1506807;Santarém;PA;15;2020-04-01;14
3552502;Suzano;SP;15;2020-04-01;14
3304904;São Gonçalo;RJ;15;2020-04-01;14
3550704;São Sebastião;SP;15;2020-04-01;14
2313401;Tianguá;CE;15;2020-04-01;14
2800308;Aracaju;SE;16;2020-04-02;14
3503901;Arujá;SP;16;2020-04-02;14
4104303;Campo Mourão;PR;16;2020-04-02;14
4204608;Criciúma;SC;16;2020-04-02;14
4205407;Florianópolis;SC;16;2020-04-02;14
3516309;Francisco Morato;SP;16;2020-04-02;14
3205002;Serra;ES;16;2020-04-02;14
3551009;São Vicente;SP;16;2020-04-02;14
3205200;Vila Velha;ES;16;2020-04-02;14
3505708;Barueri;SP;17;2020-04-03;14
1400100;Boa Vista;RR;17;2020-04-03;14
2602902;Cabo de Santo Agostinho;PE;17;2020-04-03;14
3513108;Cravinhos;SP;17;2020-04-03;14
3513801;Diadema;SP;17;2020-04-03;14
2304301;Farias Brito;CE;17;2020-04-03;14
3516408;Franco da Rocha;SP;17;2020-04-03;14
5208707;Goiânia;GO;17;2020-04-03;14
3522208;Itapecerica da Serra;SP;17;2020-04-03;14
3524303;Jaboticabal;SP;17;2020-04-03;14
2306900;Jaguaribe;CE;17;2020-04-03;14
4113700;Londrina;PR;17;2020-04-03;14
5105259;Lucas do Rio Verde;MT;17;2020-04-03;14
1302504;Manacapuru;AM;17;2020-04-03;14
3530607;Mogi das Cruzes;SP;17;2020-04-03;14
3170206;Uberlândia;MG;17;2020-04-03;14
2932804;Utinga;BA;17;2020-04-03;14
3205309;Vitória;ES;17;2020-04-03;14
3501608;Americana;SP;18;2020-04-04;14
4105508;Cianorte;PR;18;2020-04-04;14
3514403;Dracena;SP;18;2020-04-04;14
3301702;Duque de Caxias;RJ;18;2020-04-04;14
4208203;Itajaí;SC;18;2020-04-04;14
2916401;Itapetinga;BA;18;2020-04-04;14
3522505;Itapevi;SP;18;2020-04-04;14
2507507;João Pessoa;PB;18;2020-04-04;14
2507804;Junco do Seridó;PB;18;2020-04-04;14
1600303;Macapá;AP;18;2020-04-04;14
3528502;Mairiporã;SP;18;2020-04-04;14
3303500;Nova Iguaçu;RJ;18;2020-04-04;14
3533403;Nova Odessa;SP;18;2020-04-04;14
4212403;Pedras Grandes;SC;18;2020-04-04;14
3537305;Penápolis;SP;18;2020-04-04;14
4120705;Quatiguá;PR;18;2020-04-04;14
3548500;Santos;SP;18;2020-04-04;14
4217006;São Ludgero;SC;18;2020-04-04;14
3204906;São Mateus;ES;18;2020-04-04;14
2301109;Aracati;CE;19;2020-04-05;15
3506003;Bauru;SP;19;2020-04-05;15
2303303;Cariús;CE;19;2020-04-05;15
2305506;Iguatu;CE;19;2020-04-05;15
3301900;Itaboraí;RJ;19;2020-04-05;15
2307650;Maracanaú;CE;19;2020-04-05;15
2610004;Palmares;PE;19;2020-04-05;15
4123402;Santa Fé;PR;19;2020-04-05;15
2413904;Taipu;RN;19;2020-04-05;15
2414100;Tenente Ananias;RN;19;2020-04-05;15
1501402;Belém;PA;20;2020-04-06;15
2603454;Camaragibe;PE;20;2020-04-06;15
1502103;Cametá;PA;20;2020-04-06;15
4106902;Curitiba;PR;20;2020-04-06;15
4205902;Gaspar;SC;20;2020-04-06;15
2306256;Itaitinga;CE;20;2020-04-06;15
2607901;Jaboatão dos Guararapes;PE;20;2020-04-06;15
2608453;Lagoa do Carro;PE;20;2020-04-06;15
3143302;Montes Claros;MG;20;2020-04-06;15
3146008;Ouro Fino;MG;20;2020-04-06;15
2610608;Paudalho;PE;20;2020-04-06;15
3541505;Presidente Venceslau;SP;20;2020-04-06;15
4120507;Primeiro de Maio;PR;20;2020-04-06;15
1200401;Rio Branco;AC;20;2020-04-06;15
1600600;Santana;AP;20;2020-04-06;15
2613701;São Lourenço da Mata;PE;20;2020-04-06;15
2900355;Adustina;BA;21;2020-04-07;15
3507605;Bragança Paulista;SP;21;2020-04-07;15
3510500;Caraguatatuba;SP;21;2020-04-07;15
2604205;Catende;PE;21;2020-04-07;15
3301876;Iguaba Grande;RJ;21;2020-04-07;15
3523404;Itatiba;SP;21;2020-04-07;15
2609006;Macaparana;PE;21;2020-04-07;15
4211900;Palhoça;SC;21;2020-04-07;15
3152501;Pouso Alegre;MG;21;2020-04-07;15
3539806;Poá;SP;21;2020-04-07;15
3546009;Santa Branca;SP;21;2020-04-07;15
2412005;São Gonçalo do Amarante;RN;21;2020-04-07;15
3549805;São José do Rio Preto;SP;21;2020-04-07;15
4218707;Tubarão;SC;21;2020-04-07;15
3500709;Agudos;SP;22;2020-04-08;15
4300604;Alvorada;RS;22;2020-04-08;15
2902104;Araci;BA;22;2020-04-08;15
2602209;Bom Jardim;PE;22;2020-04-08;15
3507506;Botucatu;SP;22;2020-04-08;15
2503209;Cabedelo;PB;22;2020-04-08;15
3511102;Catanduva;SP;22;2020-04-08;15
2303709;Caucaia;CE;22;2020-04-08;15
5208509;Goiandira;GO;22;2020-04-08;15
2913903;Ipiaú;BA;22;2020-04-08;15
3525904;Jundiaí;SP;22;2020-04-08;15
3526407;Laranjal Paulista;SP;22;2020-04-08;15
3530706;Mogi Guaçu;SP;22;2020-04-08;15
1303205;Novo Airão;AM;22;2020-04-08;15
3147303;Paraisópolis;MG;22;2020-04-08;15
4118204;Paranaguá;PR;22;2020-04-08;15
5217401;Pires do Rio;GO;22;2020-04-08;15
2932705;Uruçuca;BA;22;2020-04-08;15
3170701;Varginha;MG;22;2020-04-08;15
3500501;Águas de Lindóia;SP;22;2020-04-08;15
3504008;Assis;SP;23;2020-04-09;15
4103909;Campina da Lagoa;PR;23;2020-04-09;15
5102504;Cáceres;MT;23;2020-04-09;15
2606002;Garanhuns;PE;23;2020-04-09;15
2913606;Ilhéus;BA;23;2020-04-09;15
2915205;Itagibá;BA;23;2020-04-09;15
3136702;Juiz de Fora;MG;23;2020-04-09;15
3203205;Linhares;ES;23;2020-04-09;15
3302403;Macaé;RJ;23;2020-04-09;15
1302702;Manicoré;AM;23;2020-04-09;15
4311809;Marau;RS;23;2020-04-09;15
4210605;Massaranduba;SC;23;2020-04-09;15
3530508;Mococa;SP;23;2020-04-09;15
4314100;Passo Fundo;RS;23;2020-04-09;15
3541000;Praia Grande;SP;23;2020-04-09;15
3541406;Presidente Prudente;SP;23;2020-04-09;15
3543907;Rio Claro;SP;23;2020-04-09;15
3549904;São José dos Campos;SP;23;2020-04-09;15
4318705;São Leopoldo;RS;23;2020-04-09;15
3550100;São Manuel;SP;23;2020-04-09;15
1400050;Alto Alegre;RR;24;2020-04-10;15
3503208;Araraquara;SP;24;2020-04-10;15
2601201;Arcoverde;PE;24;2020-04-10;15
3300605;Bom Jesus do Itabapoana;RJ;24;2020-04-10;15
3509205;Cajamar;SP;24;2020-04-10;15
4304606;Canoas;RS;24;2020-04-10;15
2604106;Caruaru;PE;24;2020-04-10;15
3122306;Divinópolis;MG;24;2020-04-10;15
2305233;Horizonte;CE;24;2020-04-10;15
2606804;Igarassu;PE;24;2020-04-10;15
4110805;Iretama;PR;24;2020-04-10;15
3522307;Itapetininga;SP;24;2020-04-10;15
3302601;Mangaratiba;RJ;24;2020-04-10;15
3148004;Patos de Minas;MG;24;2020-04-10;15
3540705;Porto Ferreira;SP;24;2020-04-10;15
1303536;Presidente Figueiredo;AM;24;2020-04-10;15
3548906;São Carlos;SP;24;2020-04-10;15
3305752;Tanguá;RJ;24;2020-04-10;15
2401008;Apodi;RN;25;2020-04-11;15
5101407;Aripuanã;MT;25;2020-04-11;15
2501807;Bayeux;PB;25;2020-04-11;15
3508900;Caiabu;SP;25;2020-04-11;15
4306908;Encruzilhada do Sul;RS;25;2020-04-11;15
2605905;Gameleira;PE;25;2020-04-11;15
2911501;Gongogi;BA;25;2020-04-11;15
2307601;Limoeiro do Norte;CE;25;2020-04-11;15
5218805;Rio Verde;GO;25;2020-04-11;15
2614105;Sertânia;PE;25;2020-04-11;15
4217709;Sombrio;SC;25;2020-04-11;15
1507607;São Miguel do Guamá;PA;25;2020-04-11;15
5201405;Aparecida de Goiânia;GO;26;2020-04-12;16
3300803;Cachoeiras de Macacu;RJ;26;2020-04-12;16
4104204;Campo Largo;PR;26;2020-04-12;16
3201308;Cariacica;ES;26;2020-04-12;16
2402709;Cerro Corá;RN;26;2020-04-12;16
3514809;Eldorado;SP;26;2020-04-12;16
4207502;Indaial;SC;26;2020-04-12;16
3131703;Itabira;MG;26;2020-04-12;16
3302007;Itaguaí;RJ;26;2020-04-12;16
4113007;Jussara;PR;26;2020-04-12;16
2406304;Lagoa de Pedras;RN;26;2020-04-12;16
2608909;Limoeiro;PE;26;2020-04-12;16
3538709;Piracicaba;SP;26;2020-04-12;16
2311405;Quixeramobim;CE;26;2020-04-12;16
3170107;Uberaba;MG;26;2020-04-12;16
4219002;Urussanga;SC;26;2020-04-12;16
5221858;Valparaíso de Goiás;GO;26;2020-04-12;16
2616407;Vitória de Santo Antão;PE;26;2020-04-12;16
4101507;Arapongas;PR;27;2020-04-13;16
5002704;Campo Grande;MS;27;2020-04-13;16
3127701;Governador Valadares;MG;27;2020-04-13;16
2608701;Lagoa dos Gatos;PE;27;2020-04-13;16
3302502;Magé;RJ;27;2020-04-13;16
2307700;Maranguape;CE;27;2020-04-13;16
3531308;Monte Alto;SP;27;2020-04-13;16
5216403;Paraúna;GO;27;2020-04-13;16
2610707;Paulista;PE;27;2020-04-13;16
3538006;Pindamonhangaba;SP;27;2020-04-13;16
2208304;Piracuruca;PI;27;2020-04-13;16
2611309;Pombos;PE;27;2020-04-13;16
5107602;Rondonópolis;MT;27;2020-04-13;16
2613404;São José da Coroa Grande;PE;27;2020-04-13;16
2933307;Vitória da Conquista;BA;27;2020-04-13;16
3504503;Avaré;SP;28;2020-04-14;16
3300407;Barra Mansa;RJ;28;2020-04-14;16
2903409;Belmonte;BA;28;2020-04-14;16
4202800;Braço do Norte;SC;28;2020-04-14;16
4203204;Camboriú;SC;28;2020-04-14;16
1502152;Canaã dos Carajás;PA;28;2020-04-14;16
2302909;Capistrano;CE;28;2020-04-14;16
2603900;Carnaíba;PE;28;2020-04-14;16
3515707;Ferraz de Vasconcelos;SP;28;2020-04-14;16
3516200;Franca;SP;28;2020-04-14;16
4108809;Guaíra;PR;28;2020-04-14;16
1301852;Iranduba;AM;28;2020-04-14;16
2916203;Itapé;BA;28;2020-04-14;16
3526704;Leme;SP;28;2020-04-14;16
3527108;Lins;SP;28;2020-04-14;16
3529401;Mauá;SP;28;2020-04-14;16
2609402;Moreno;PE;28;2020-04-14;16
4118402;Paranavaí;PR;28;2020-04-14;16
4118501;Pato Branco;PR;28;2020-04-14;16
3148103;Patrocínio;MG;28;2020-04-14;16
3304201;Resende;RJ;28;2020-04-14;16
1506187;Rondon do Pará;PA;28;2020-04-14;16
3546801;Santa Isabel;SP;28;2020-04-14;16
2513703;Santa Rita;PB;28;2020-04-14;16
2516508;Taperoá;PB;28;2020-04-14;16
2615300;Timbaúba;PE;28;2020-04-14;16
3556206;Valinhos;SP;28;2020-04-14;16
